baratheon	greyjoy	lannister	martell	stark	targaryen	tyrell	time	episode	season
0	0	1	0	0	0	0	56	9	1
0	0	0	0	1	0	0	57	9	1
0	0	0	0	0	0	0	58	9	1
0	0	0	0	0	0	0	59	9	1
0	0	0	0	0	0	0	0	1	2
0	0	0	0	0	0	0	1	1	2
0	0	0	0	0	0	0	2	1	2
0	0	0	0	0	0	0	3	1	2
0	0	0	0	0	0	0	4	1	2
0	0	0	0	0	0	0	5	1	2
0	0	1	0	0	0	0	6	1	2
0	0	0	0	0	0	0	7	1	2
0	0	0	0	0	0	0	8	1	2
0	0	1	0	1	0	0	9	1	2
0	0	3	0	1	0	0	10	1	2
0	0	0	0	1	1	0	11	1	2
0	0	1	0	2	0	0	12	1	2
0	0	0	0	1	0	0	13	1	2
0	0	0	0	0	0	0	14	1	2
0	0	0	0	1	0	0	15	1	2
0	0	0	0	0	1	0	16	1	2
0	0	0	0	0	0	0	17	1	2
0	0	0	0	0	1	0	18	1	2
0	0	0	0	0	1	0	19	1	2
0	0	0	0	0	0	0	20	1	2
0	0	0	0	0	0	0	21	1	2
0	0	0	0	1	0	0	22	1	2
0	0	0	0	0	0	0	23	1	2
0	0	0	0	0	0	0	24	1	2
0	0	0	0	0	0	0	25	1	2
0	0	0	0	0	0	0	26	1	2
0	0	0	0	0	0	0	27	1	2
0	0	0	0	0	0	0	28	1	2
1	0	0	0	0	0	0	29	1	2
0	0	0	0	0	0	0	30	1	2
2	0	0	0	0	0	0	31	1	2
2	0	7	0	0	0	0	32	1	2
2	0	2	0	1	0	0	33	1	2
2	0	1	0	2	0	0	34	1	2
0	0	0	0	0	0	0	35	1	2
0	0	0	0	0	0	0	36	1	2
1	0	0	0	0	0	0	37	1	2
1	0	1	0	1	0	0	38	1	2
0	0	0	0	0	0	0	39	1	2
0	0	0	0	0	0	0	40	1	2
0	0	0	0	3	0	0	41	1	2
0	0	0	0	0	0	0	42	1	2
0	0	0	0	0	0	0	43	1	2
0	0	0	0	0	0	0	44	1	2
0	0	2	0	0	0	0	45	1	2
0	0	1	0	0	0	0	46	1	2
1	1	0	0	0	0	0	47	1	2
0	0	0	0	2	0	0	48	1	2
3	0	0	0	2	0	0	49	1	2
2	0	0	0	0	0	0	50	1	2
0	0	2	0	2	0	0	51	1	2
0	0	3	0	0	0	0	52	1	2
0	0	0	0	0	0	0	53	1	2
0	0	0	0	0	0	0	54	1	2
0	0	0	0	0	0	0	55	1	2
0	0	0	0	0	0	0	56	1	2
0	0	0	0	0	0	0	57	1	2
0	0	0	0	0	0	0	58	1	2
0	0	0	0	0	0	0	59	1	2
0	2	1	0	1	0	0	0	10	2
0	0	0	0	0	0	0	1	10	2
0	0	0	0	0	0	0	2	10	2
0	0	0	0	0	0	0	3	10	2
1	0	0	0	0	0	0	4	10	2
0	0	2	0	0	0	0	5	10	2
0	0	0	0	0	0	2	6	10	2
0	0	0	0	0	0	1	7	10	2
0	0	0	0	0	0	2	8	10	2
0	0	0	0	0	0	1	9	10	2
0	0	1	0	0	0	0	10	10	2
0	0	0	0	0	0	0	11	10	2
0	0	0	0	0	0	0	12	10	2
0	0	0	0	1	0	0	13	10	2
0	0	0	0	0	0	0	14	10	2
0	0	1	0	0	0	0	15	10	2
0	0	0	0	0	0	0	16	10	2
0	0	0	0	1	0	0	17	10	2
0	0	0	0	0	0	0	18	10	2
0	0	1	0	0	0	0	19	10	2
0	0	0	0	0	0	0	20	10	2
0	0	0	0	0	0	0	21	10	2
0	0	0	0	0	0	0	22	10	2
0	0	0	0	1	0	0	23	10	2
0	1	0	0	0	0	0	24	10	2
0	0	0	0	0	0	0	25	10	2
0	1	0	0	0	0	0	26	10	2
0	0	0	0	0	0	0	27	10	2
0	0	0	0	0	0	0	28	10	2
0	0	0	0	0	0	0	29	10	2
0	0	0	0	0	0	0	30	10	2
0	0	0	0	0	0	0	31	10	2
0	0	0	0	0	0	0	32	10	2
0	0	0	0	0	0	0	33	10	2
0	0	0	0	0	0	0	34	10	2
0	0	0	0	0	3	0	35	10	2
0	0	0	0	0	0	0	36	10	2
0	0	3	0	0	0	0	37	10	2
0	0	0	0	1	0	0	38	10	2
0	0	0	0	0	0	0	39	10	2
0	0	0	0	0	0	0	40	10	2
0	0	0	0	0	0	0	41	10	2
0	0	0	0	0	0	0	42	10	2
0	0	0	0	0	0	0	43	10	2
0	0	0	0	0	0	0	44	10	2
0	0	0	0	0	0	0	45	10	2
0	0	0	0	0	0	0	46	10	2
0	0	0	0	0	0	0	47	10	2
0	0	0	0	0	0	0	48	10	2
0	0	0	0	0	0	0	49	10	2
0	0	0	0	0	0	0	50	10	2
0	0	0	0	0	0	0	51	10	2
0	0	0	0	0	0	0	52	10	2
0	0	0	0	0	0	0	53	10	2
0	0	0	0	0	1	0	54	10	2
0	0	0	0	0	3	0	55	10	2
0	0	0	0	0	0	0	56	10	2
0	0	0	0	0	0	0	57	10	2
0	0	0	0	0	0	0	58	10	2
0	0	0	0	0	0	0	59	10	2
1	0	4	0	0	0	0	0	2	2
0	1	1	0	0	0	0	1	2	2
0	0	0	0	0	0	0	2	2	2
0	0	0	0	0	0	0	3	2	2
0	0	0	0	0	0	0	4	2	2
0	0	0	0	0	0	0	5	2	2
0	0	0	0	0	0	0	6	2	2
0	0	0	0	0	0	0	7	2	2
0	0	0	0	0	0	0	8	2	2
0	0	0	0	0	0	0	9	2	2
0	0	0	0	2	0	0	10	2	2
0	0	0	0	0	0	0	11	2	2
0	0	0	0	0	0	0	12	2	2
0	0	0	0	0	0	0	13	2	2
0	0	0	0	0	0	0	14	2	2
0	0	0	0	0	0	0	15	2	2
0	0	0	0	0	0	0	16	2	2
0	0	0	0	0	0	0	17	2	2
0	0	0	0	0	1	0	18	2	2
0	0	0	0	0	0	0	19	2	2
0	0	0	0	0	0	0	20	2	2
0	0	0	0	0	0	0	21	2	2
0	0	0	0	0	0	0	22	2	2
0	0	0	0	0	0	0	23	2	2
0	0	0	0	0	0	0	24	2	2
0	0	0	0	0	0	0	25	2	2
0	0	0	0	0	0	0	26	2	2
0	0	0	0	0	0	0	27	2	2
0	0	0	0	0	0	0	28	2	2
2	0	1	0	0	0	0	29	2	2
0	0	2	0	1	0	0	30	2	2
0	0	1	0	0	0	0	31	2	2
0	0	0	0	0	0	0	32	2	2
0	0	0	0	0	0	0	33	2	2
0	0	0	0	0	0	0	34	2	2
0	0	0	0	0	0	0	35	2	2
0	0	1	0	1	0	0	36	2	2
0	1	0	0	0	0	0	37	2	2
0	0	0	0	0	0	0	38	2	2
0	0	0	0	0	0	0	39	2	2
0	0	0	0	0	0	0	40	2	2
0	0	0	0	2	0	0	41	2	2
0	0	0	0	0	0	0	42	2	2
0	1	0	0	1	0	0	43	2	2
0	0	0	0	0	0	0	44	2	2
4	0	1	0	0	0	0	45	2	2
0	0	0	0	0	0	0	46	2	2
1	0	1	0	0	0	0	47	2	2
0	0	0	0	0	0	0	48	2	2
4	0	0	0	0	0	0	49	2	2
0	0	1	0	0	0	0	50	2	2
1	0	2	0	0	0	0	51	2	2
0	0	0	0	0	0	0	52	2	2
0	0	0	0	0	0	0	53	2	2
0	0	0	0	0	0	0	54	2	2
0	0	0	0	0	0	0	55	2	2
0	0	0	0	0	0	0	56	2	2
0	0	0	0	0	0	0	57	2	2
0	0	0	0	0	0	0	58	2	2
0	0	0	0	0	0	0	59	2	2
2	0	0	0	0	0	0	0	3	2
0	1	0	0	1	0	0	1	3	2
0	0	0	0	0	0	0	2	3	2
0	0	0	0	0	0	0	3	3	2
0	0	0	0	0	0	0	4	3	2
0	0	0	0	0	0	0	5	3	2
0	0	0	0	0	0	0	6	3	2
0	0	0	0	0	0	0	7	3	2
0	0	0	0	1	0	0	8	3	2
0	0	0	0	1	0	0	9	3	2
0	0	0	0	2	0	0	10	3	2
0	0	0	0	0	0	0	11	3	2
0	0	0	0	0	0	1	12	3	2
0	0	0	0	0	0	1	13	3	2
0	0	0	0	1	0	0	14	3	2
0	0	1	0	2	0	1	15	3	2
0	0	1	0	1	0	0	16	3	2
0	0	0	0	1	0	0	17	3	2
0	0	0	0	0	0	0	18	3	2
0	0	0	0	0	0	0	19	3	2
0	1	0	0	1	0	0	20	3	2
0	0	0	0	0	0	0	21	3	2
1	0	0	0	0	0	0	22	3	2
0	1	0	0	0	0	0	23	3	2
0	0	0	0	0	0	0	24	3	2
0	0	2	0	0	0	0	25	3	2
0	0	1	0	0	0	0	26	3	2
0	0	0	0	0	0	0	27	3	2
0	0	0	0	0	0	0	28	3	2
0	0	0	0	0	0	0	29	3	2
0	0	2	0	0	0	0	30	3	2
0	3	2	0	1	0	0	31	3	2
0	0	0	0	0	0	0	32	3	2
0	0	0	0	0	0	0	33	3	2
0	0	0	0	0	0	0	34	3	2
0	0	0	0	0	0	1	35	3	2
0	0	0	0	0	0	0	36	3	2
0	0	0	0	0	0	0	37	3	2
0	0	0	0	0	0	0	38	3	2
0	0	2	0	0	0	1	39	3	2
1	0	2	0	1	0	0	40	3	2
0	0	0	0	0	0	0	41	3	2
0	2	0	0	0	0	0	42	3	2
0	0	1	0	0	0	0	43	3	2
0	0	1	0	1	0	0	44	3	2
0	0	1	0	0	0	0	45	3	2
1	0	0	0	1	0	0	46	3	2
0	0	0	0	0	0	0	47	3	2
0	0	1	0	2	0	0	48	3	2
0	0	0	0	0	0	0	49	3	2
0	0	0	0	0	0	0	50	3	2
0	0	1	0	0	0	0	51	3	2
0	0	0	0	0	0	0	52	3	2
0	0	0	0	0	0	0	53	3	2
0	0	0	0	0	0	0	54	3	2
0	0	2	0	0	0	0	55	3	2
0	0	0	0	0	0	0	56	3	2
0	0	0	0	0	0	0	57	3	2
0	0	0	0	0	0	0	58	3	2
0	0	0	0	0	0	0	59	3	2
0	0	0	0	0	0	0	0	4	2
0	0	0	0	0	0	0	1	4	2
2	0	1	0	0	0	2	2	4	2
0	0	0	0	0	0	0	3	4	2
0	0	0	0	0	0	0	4	4	2
0	0	1	0	0	0	0	5	4	2
0	0	0	0	0	0	0	6	4	2
0	0	1	0	0	0	0	7	4	2
0	0	2	0	0	0	0	8	4	2
0	0	1	0	0	0	0	9	4	2
0	0	0	0	1	0	0	10	4	2
0	0	1	0	0	0	0	11	4	2
0	0	1	0	0	0	0	12	4	2
0	0	0	0	0	0	0	13	4	2
0	0	0	0	0	0	0	14	4	2
0	0	0	0	0	0	0	15	4	2
0	0	0	0	0	0	0	16	4	2
0	0	0	0	0	0	0	17	4	2
0	0	0	0	1	0	0	18	4	2
0	0	0	0	0	0	0	19	4	2
0	0	0	0	0	0	0	20	4	2
0	0	0	0	0	0	0	21	4	2
0	0	0	0	0	0	0	22	4	2
0	0	0	0	0	0	0	23	4	2
0	0	0	0	0	0	0	24	4	2
0	0	6	0	0	0	0	25	4	2
0	0	0	0	2	0	0	26	4	2
0	0	2	0	1	0	0	27	4	2
0	0	1	0	2	0	0	28	4	2
0	0	0	0	0	0	0	29	4	2
0	0	0	0	0	0	0	30	4	2
0	0	0	0	0	0	0	31	4	2
0	0	0	0	0	0	0	32	4	2
0	0	2	0	0	0	0	33	4	2
2	0	0	0	0	0	0	34	4	2
0	0	0	0	1	0	0	35	4	2
0	0	0	0	0	0	0	36	4	2
2	0	0	0	0	1	0	37	4	2
0	0	0	0	0	1	0	38	4	2
0	0	0	0	0	0	0	39	4	2
0	0	0	0	0	0	0	40	4	2
0	0	0	0	0	1	0	41	4	2
0	0	0	0	0	0	0	42	4	2
0	0	0	0	0	0	0	43	4	2
0	0	0	0	0	0	0	44	4	2
0	0	1	0	0	0	0	45	4	2
0	0	0	0	0	0	0	46	4	2
0	0	2	0	0	0	0	47	4	2
0	0	2	0	0	0	0	48	4	2
0	0	2	0	0	0	0	49	4	2
0	0	1	0	0	0	0	50	4	2
0	0	1	0	0	0	0	51	4	2
0	0	0	0	0	0	0	52	4	2
0	0	0	0	0	0	0	53	4	2
0	0	0	0	0	0	0	54	4	2
0	0	0	0	0	0	0	55	4	2
0	0	0	0	0	0	0	56	4	2
0	0	0	0	0	0	0	57	4	2
0	0	0	0	0	0	0	58	4	2
0	0	0	0	0	0	0	59	4	2
0	0	0	0	0	0	0	0	5	2
0	0	0	0	0	0	0	1	5	2
1	0	0	0	1	0	0	2	5	2
1	0	0	0	0	0	0	3	5	2
0	0	0	0	0	0	0	4	5	2
0	0	0	0	0	0	0	5	5	2
6	0	0	0	0	0	1	6	5	2
1	0	0	0	0	0	1	7	5	2
1	0	0	0	1	0	0	8	5	2
5	0	1	0	0	0	0	9	5	2
0	0	0	0	0	0	0	10	5	2
1	0	2	0	0	0	0	11	5	2
0	0	2	0	0	0	0	12	5	2
0	0	0	0	0	0	0	13	5	2
1	0	0	0	0	0	0	14	5	2
1	0	0	0	1	0	0	15	5	2
1	0	1	0	0	0	0	16	5	2
0	0	0	0	0	0	0	17	5	2
0	1	0	0	0	0	0	18	5	2
0	0	0	0	0	0	0	19	5	2
0	0	0	0	0	0	0	20	5	2
0	0	0	0	0	0	0	21	5	2
0	0	0	0	0	0	0	22	5	2
0	0	0	0	1	0	0	23	5	2
0	0	0	0	0	0	0	24	5	2
0	0	0	0	0	0	0	25	5	2
0	0	0	0	0	0	0	26	5	2
0	0	0	0	0	0	0	27	5	2
0	0	0	0	0	0	0	28	5	2
0	0	0	0	0	0	0	29	5	2
0	0	0	0	0	0	0	30	5	2
0	0	0	0	0	0	0	31	5	2
1	0	0	0	0	1	0	32	5	2
1	0	0	0	0	0	0	33	5	2
0	0	0	0	0	1	0	34	5	2
0	0	0	0	0	1	0	35	5	2
0	0	0	0	0	1	0	36	5	2
0	0	0	0	0	0	0	37	5	2
0	0	0	0	0	0	0	38	5	2
0	0	0	0	0	0	0	39	5	2
2	0	0	0	1	0	0	40	5	2
3	0	0	0	0	0	0	41	5	2
2	0	0	0	1	0	0	42	5	2
0	0	0	0	0	0	0	43	5	2
0	0	1	0	2	0	0	44	5	2
0	0	0	0	0	0	0	45	5	2
0	0	0	0	0	0	0	46	5	2
0	0	0	0	0	0	0	47	5	2
0	0	0	0	0	0	0	48	5	2
0	0	0	0	0	0	0	49	5	2
0	0	0	0	0	0	0	50	5	2
0	0	0	0	0	0	0	51	5	2
0	0	0	0	0	0	0	52	5	2
1	0	0	0	0	0	0	53	5	2
0	0	0	0	0	0	0	54	5	2
0	0	0	0	0	1	0	55	5	2
0	0	0	0	0	0	0	56	5	2
0	0	0	0	0	0	0	57	5	2
0	0	0	0	0	0	0	58	5	2
0	0	0	0	0	0	0	59	5	2
0	0	0	0	0	0	0	0	6	2
0	0	0	0	0	0	0	1	6	2
0	2	0	0	0	0	0	2	6	2
0	0	0	0	2	0	0	3	6	2
0	4	0	0	0	0	0	4	6	2
0	0	0	0	2	0	0	5	6	2
0	0	0	0	1	0	0	6	6	2
0	0	0	0	1	0	0	7	6	2
0	0	0	0	0	0	0	8	6	2
0	3	0	0	0	0	0	9	6	2
0	3	0	0	0	0	0	10	6	2
0	0	0	0	0	0	0	11	6	2
0	0	0	0	0	0	0	12	6	2
0	0	0	0	0	0	0	13	6	2
0	0	0	0	0	0	0	14	6	2
0	0	0	0	0	0	0	15	6	2
2	0	1	0	0	0	0	16	6	2
2	0	0	0	0	0	2	17	6	2
1	0	0	0	1	0	0	18	6	2
0	0	1	0	1	0	0	19	6	2
0	0	0	0	0	0	0	20	6	2
0	0	0	0	0	0	0	21	6	2
0	0	0	0	0	0	0	22	6	2
0	0	0	0	0	0	0	23	6	2
0	0	0	0	0	0	0	24	6	2
0	0	0	0	0	0	0	25	6	2
0	0	0	0	0	0	0	26	6	2
0	0	0	0	0	0	0	27	6	2
0	0	1	0	0	0	0	28	6	2
0	0	0	0	0	0	0	29	6	2
0	0	0	0	0	0	0	30	6	2
0	0	1	0	0	0	0	31	6	2
0	0	0	0	0	0	0	32	6	2
0	0	0	0	0	1	0	33	6	2
0	0	0	0	0	0	0	34	6	2
0	0	0	0	0	0	0	35	6	2
0	0	0	0	0	0	0	36	6	2
0	0	0	0	0	0	0	37	6	2
0	0	1	0	0	0	0	38	6	2
0	0	1	0	0	0	0	39	6	2
0	0	0	0	0	0	0	40	6	2
0	0	2	0	0	0	0	41	6	2
0	0	1	0	0	0	0	42	6	2
0	0	0	0	0	0	0	43	6	2
0	0	0	0	0	0	0	44	6	2
0	0	0	0	1	0	0	45	6	2
0	0	0	0	0	0	0	46	6	2
0	0	0	0	0	0	0	47	6	2
0	0	0	0	0	0	0	48	6	2
0	0	0	0	0	0	0	49	6	2
0	2	0	0	0	0	0	50	6	2
0	3	0	0	2	0	0	51	6	2
0	0	0	0	0	0	0	52	6	2
0	0	0	0	0	0	0	53	6	2
0	0	0	0	0	0	0	54	6	2
0	1	0	0	0	0	0	55	6	2
0	0	0	0	0	0	0	56	6	2
0	0	0	0	0	2	0	57	6	2
0	0	0	0	0	0	0	58	6	2
0	0	0	0	0	0	0	59	6	2
0	0	0	0	0	0	0	0	7	2
0	0	0	0	0	0	0	1	7	2
0	0	0	0	1	0	0	2	7	2
0	0	0	0	0	0	0	3	7	2
0	0	0	0	3	0	0	4	7	2
0	2	0	0	0	0	0	5	7	2
0	0	0	0	0	0	0	6	7	2
0	0	0	0	0	0	0	7	7	2
0	0	0	0	0	0	0	8	7	2
0	0	0	0	1	0	0	9	7	2
0	0	0	0	0	0	0	10	7	2
0	0	0	0	0	0	0	11	7	2
0	0	0	0	0	0	0	12	7	2
0	0	0	0	0	3	0	13	7	2
0	0	0	0	0	0	0	14	7	2
0	0	0	0	0	0	0	15	7	2
0	0	0	0	1	0	0	16	7	2
0	0	0	0	0	1	0	17	7	2
0	0	0	0	0	0	0	18	7	2
0	0	0	0	0	0	0	19	7	2
0	0	0	0	0	0	0	20	7	2
0	0	0	0	0	0	0	21	7	2
0	0	0	0	0	0	0	22	7	2
0	0	0	0	0	0	0	23	7	2
0	2	0	0	0	0	0	24	7	2
0	0	0	0	0	0	0	25	7	2
0	0	0	0	0	1	0	26	7	2
0	0	0	0	0	1	0	27	7	2
0	0	0	0	0	0	0	28	7	2
0	0	0	0	0	0	0	29	7	2
0	0	0	0	0	0	0	30	7	2
0	0	1	0	0	0	0	31	7	2
0	0	1	0	0	0	0	32	7	2
2	0	1	0	0	0	0	33	7	2
0	0	2	0	0	0	0	34	7	2
0	0	0	0	0	0	0	35	7	2
0	0	0	0	0	0	0	36	7	2
0	1	0	0	0	0	0	37	7	2
0	0	0	0	0	0	0	38	7	2
0	0	0	0	0	0	0	39	7	2
0	0	0	0	1	0	0	40	7	2
0	0	0	0	0	0	0	41	7	2
0	0	0	0	0	0	0	42	7	2
0	0	0	0	0	0	0	43	7	2
0	0	0	0	0	1	0	44	7	2
0	0	0	0	0	0	0	45	7	2
0	0	0	0	0	0	0	46	7	2
0	0	0	0	0	0	0	47	7	2
0	0	0	0	0	0	0	48	7	2
1	0	0	0	0	0	0	49	7	2
0	0	2	0	0	0	0	50	7	2
2	0	2	0	0	0	0	51	7	2
0	0	3	0	1	0	0	52	7	2
0	0	0	0	0	0	0	53	7	2
0	0	0	0	0	0	0	54	7	2
0	0	1	0	1	1	0	55	7	2
0	0	0	0	1	0	0	56	7	2
0	0	0	0	0	0	0	57	7	2
0	0	0	0	0	0	0	58	7	2
0	0	0	0	0	0	0	59	7	2
0	0	0	0	0	0	0	0	8	2
0	0	0	0	0	0	0	1	8	2
0	0	0	0	0	0	0	2	8	2
0	0	0	0	0	0	0	3	8	2
0	0	0	0	1	0	0	4	8	2
0	1	0	0	0	0	0	5	8	2
0	0	0	0	0	0	0	6	8	2
0	0	0	0	1	0	0	7	8	2
0	0	0	0	0	0	0	8	8	2
0	0	0	0	0	0	0	9	8	2
0	0	0	0	0	0	0	10	8	2
0	0	1	0	4	0	0	11	8	2
0	0	2	0	0	0	0	12	8	2
0	0	2	0	2	0	0	13	8	2
0	0	0	0	0	0	0	14	8	2
0	0	0	0	0	0	0	15	8	2
3	0	2	0	1	0	0	16	8	2
0	0	0	0	0	0	0	17	8	2
0	0	0	0	0	0	0	18	8	2
0	0	1	0	0	0	0	19	8	2
0	0	0	0	0	0	0	20	8	2
0	0	0	0	0	0	0	21	8	2
1	0	0	0	0	0	0	22	8	2
0	0	0	0	0	0	0	23	8	2
2	0	0	0	0	0	0	24	8	2
0	0	0	0	0	0	0	25	8	2
0	0	0	0	0	0	0	26	8	2
0	0	1	0	0	0	0	27	8	2
0	0	0	0	0	0	0	28	8	2
0	0	0	0	0	0	0	29	8	2
0	0	2	0	0	0	0	30	8	2
0	0	0	0	0	0	0	31	8	2
1	0	1	0	0	0	0	32	8	2
0	0	1	0	0	0	0	33	8	2
0	0	0	0	0	0	0	34	8	2
0	0	0	0	0	0	0	35	8	2
0	0	0	0	0	0	0	36	8	2
0	1	0	0	0	0	0	37	8	2
0	1	0	0	0	0	0	38	8	2
0	0	0	0	0	0	0	39	8	2
0	0	0	0	0	0	0	40	8	2
0	0	0	0	0	0	0	41	8	2
0	0	0	0	0	0	0	42	8	2
0	0	0	0	0	0	0	43	8	2
0	0	0	0	0	0	0	44	8	2
0	0	0	0	0	0	0	45	8	2
0	0	0	0	0	0	0	46	8	2
0	0	0	0	0	0	0	47	8	2
4	0	0	0	1	0	0	48	8	2
3	0	0	0	0	0	0	49	8	2
3	1	0	0	0	0	0	50	8	2
1	0	0	0	0	0	0	51	8	2
1	0	0	0	1	0	0	52	8	2
0	0	0	0	0	1	0	53	8	2
0	0	0	0	0	1	0	54	8	2
0	0	0	0	0	0	0	55	8	2
0	0	0	0	0	0	0	56	8	2
0	0	0	0	1	0	0	57	8	2
0	0	0	0	0	0	0	58	8	2
0	0	0	0	0	0	0	59	8	2
4	0	0	0	1	0	0	0	9	2
4	0	0	0	0	0	0	1	9	2
0	0	0	0	0	0	0	2	9	2
0	0	0	0	0	0	0	3	9	2
0	0	0	0	0	0	0	4	9	2
1	0	0	0	0	0	0	5	9	2
0	0	1	0	0	0	0	6	9	2
1	0	0	0	0	0	0	7	9	2
0	0	0	0	0	0	0	8	9	2
0	0	0	0	0	0	0	9	9	2
0	0	0	0	0	0	0	10	9	2
0	0	0	0	0	0	0	11	9	2
0	0	0	0	0	0	0	12	9	2
0	0	0	0	0	0	0	13	9	2
0	0	0	0	0	0	0	14	9	2
0	0	0	0	0	0	0	15	9	2
1	0	0	0	0	0	0	16	9	2
1	0	0	0	0	0	0	17	9	2
0	0	0	0	0	0	0	18	9	2
0	0	1	0	0	0	0	19	9	2
1	0	0	0	0	0	0	20	9	2
0	0	1	0	1	0	0	21	9	2
0	0	1	0	0	0	0	22	9	2
1	0	0	0	0	0	0	23	9	2
0	0	0	0	0	0	0	24	9	2
0	0	0	0	0	0	0	25	9	2
0	0	0	0	0	0	0	26	9	2
0	0	0	0	0	0	0	27	9	2
0	0	0	0	0	0	0	28	9	2
0	0	0	0	0	0	0	29	9	2
0	0	0	0	0	0	0	30	9	2
0	0	2	0	0	0	0	31	9	2
0	0	0	0	0	0	0	32	9	2
2	0	1	0	0	0	0	33	9	2
0	0	0	0	0	0	0	34	9	2
2	0	0	0	0	0	0	35	9	2
1	0	0	0	0	0	0	36	9	2
0	0	0	0	0	0	0	37	9	2
0	0	2	0	0	0	0	38	9	2
1	0	1	0	0	0	0	39	9	2
1	0	0	0	0	0	0	40	9	2
1	0	2	0	0	0	0	41	9	2
0	0	0	0	0	0	0	42	9	2
0	0	0	0	0	0	0	43	9	2
0	0	0	0	0	0	0	44	9	2
0	0	0	0	0	0	0	45	9	2
0	0	0	0	0	0	0	46	9	2
0	0	0	0	0	0	0	47	9	2
1	0	0	0	0	0	0	48	9	2
1	0	1	0	0	0	0	49	9	2
1	0	0	0	0	0	0	50	9	2
0	0	0	0	0	0	0	51	9	2
2	0	0	0	0	0	0	52	9	2
0	0	0	0	0	0	0	53	9	2
0	0	0	0	0	0	0	54	9	2
0	0	0	0	0	0	0	55	9	2
