baratheon	greyjoy	lannister	martell	stark	targaryen	tyrell	time	episode	season
0	0	0	0	0	0	0	57	9	3
0	0	0	0	2	0	0	58	9	3
0	0	0	0	0	0	0	59	9	3
0	0	2	0	0	0	1	0	1	4
0	0	0	0	1	0	0	1	1	4
0	0	0	0	0	0	0	2	1	4
0	0	0	0	0	0	0	3	1	4
0	0	0	0	0	0	0	4	1	4
0	0	0	0	0	0	0	5	1	4
0	0	0	0	0	0	0	6	1	4
0	0	0	0	0	0	0	7	1	4
0	0	0	0	0	0	0	8	1	4
0	0	0	0	0	0	0	9	1	4
0	0	2	3	0	0	0	10	1	4
0	0	0	1	0	0	0	11	1	4
0	0	0	0	0	0	0	12	1	4
0	0	0	0	0	0	0	13	1	4
0	0	0	2	0	0	0	14	1	4
0	0	0	0	0	0	0	15	1	4
0	0	2	2	0	0	0	16	1	4
0	0	1	3	0	1	0	17	1	4
0	0	0	2	0	1	0	18	1	4
0	0	0	0	0	0	0	19	1	4
0	0	0	0	0	1	0	20	1	4
0	0	0	0	0	0	0	21	1	4
0	0	0	0	0	0	0	22	1	4
0	0	0	0	0	0	0	23	1	4
0	0	0	0	0	0	0	24	1	4
0	0	0	0	0	0	0	25	1	4
0	0	0	1	0	0	0	26	1	4
0	0	0	0	0	0	0	27	1	4
0	0	0	0	0	0	0	28	1	4
0	0	1	0	1	0	0	29	1	4
0	0	1	0	0	0	0	30	1	4
0	0	0	0	0	0	0	31	1	4
0	0	0	0	0	0	0	32	1	4
0	0	0	0	0	0	0	33	1	4
0	0	0	0	1	0	0	34	1	4
0	0	0	0	0	0	0	35	1	4
0	0	0	0	0	0	0	36	1	4
0	0	0	0	0	0	0	37	1	4
0	0	0	0	0	1	0	38	1	4
0	0	1	0	0	0	1	39	1	4
3	0	1	0	0	0	0	40	1	4
2	0	1	0	0	0	2	41	1	4
0	0	1	0	0	0	0	42	1	4
0	0	0	0	0	0	0	43	1	4
0	0	0	0	0	0	0	44	1	4
0	0	0	0	0	0	0	45	1	4
0	0	0	0	1	0	0	46	1	4
0	0	0	0	0	0	0	47	1	4
0	0	0	0	0	0	0	48	1	4
0	0	0	0	0	0	0	49	1	4
0	0	1	0	0	0	0	50	1	4
0	0	0	0	0	0	0	51	1	4
0	0	0	0	0	0	0	52	1	4
1	0	0	0	1	0	0	53	1	4
0	0	1	0	0	0	0	54	1	4
0	0	0	0	0	0	0	55	1	4
0	0	0	0	0	0	0	56	1	4
0	0	0	0	0	0	0	57	1	4
0	0	0	0	0	0	0	58	1	4
0	0	0	0	0	0	0	59	1	4
0	0	0	0	0	0	0	0	10	4
0	0	0	0	0	0	0	1	10	4
0	0	0	0	0	0	0	2	10	4
0	0	0	0	0	0	0	3	10	4
0	0	0	0	0	0	0	4	10	4
0	0	0	0	0	0	0	5	10	4
0	0	0	0	0	0	0	6	10	4
0	0	0	0	0	0	0	7	10	4
0	0	0	0	0	0	0	8	10	4
0	0	0	0	0	0	0	9	10	4
1	0	0	0	0	0	0	10	10	4
0	0	0	0	1	0	0	11	10	4
0	0	0	0	0	0	0	12	10	4
0	0	0	0	0	0	0	13	10	4
0	0	2	0	0	0	4	14	10	4
0	0	2	0	0	0	1	15	10	4
0	0	2	0	0	0	0	16	10	4
0	0	4	0	0	0	1	17	10	4
0	0	1	0	0	0	0	18	10	4
0	0	0	0	0	0	0	19	10	4
0	0	0	0	0	0	0	20	10	4
0	0	0	0	0	0	0	21	10	4
0	0	0	0	0	0	0	22	10	4
0	0	0	0	0	0	0	23	10	4
0	0	0	0	0	0	0	24	10	4
0	0	0	0	0	0	0	25	10	4
0	0	0	0	0	0	0	26	10	4
1	0	0	0	0	0	0	27	10	4
0	0	0	0	0	0	0	28	10	4
0	0	0	0	0	0	0	29	10	4
0	0	0	0	0	0	0	30	10	4
0	0	0	0	0	0	0	31	10	4
0	0	0	0	1	0	0	32	10	4
0	0	0	0	1	0	0	33	10	4
0	0	0	0	0	0	0	34	10	4
0	0	0	0	0	0	0	35	10	4
0	0	0	0	1	0	0	36	10	4
0	0	0	0	0	0	0	37	10	4
0	0	0	0	0	0	0	38	10	4
0	0	0	0	1	0	0	39	10	4
0	0	2	0	2	0	0	40	10	4
0	0	0	0	0	0	0	41	10	4
0	0	0	0	0	0	0	42	10	4
0	0	0	0	3	0	0	43	10	4
0	0	0	0	2	0	0	44	10	4
0	0	0	0	0	0	0	45	10	4
0	0	0	0	0	0	0	46	10	4
0	0	0	0	0	0	0	47	10	4
0	0	0	0	0	0	0	48	10	4
0	0	1	0	0	0	0	49	10	4
0	0	1	0	0	0	0	50	10	4
0	0	0	0	0	0	0	51	10	4
0	0	1	0	0	0	0	52	10	4
0	0	1	0	0	0	0	53	10	4
0	0	1	0	0	0	0	54	10	4
0	0	0	0	0	0	0	55	10	4
0	0	0	0	0	0	0	56	10	4
0	0	0	0	0	0	0	57	10	4
0	0	0	0	0	0	0	58	10	4
0	0	0	0	0	0	0	59	10	4
0	0	0	1	2	0	0	0	2	4
0	0	1	0	0	0	0	1	2	4
0	0	0	0	0	0	0	2	2	4
0	0	0	0	0	0	0	3	2	4
0	0	0	0	0	0	0	4	2	4
0	0	0	0	0	0	0	5	2	4
1	0	1	0	0	0	0	6	2	4
0	0	0	0	0	0	0	7	2	4
0	0	0	0	0	0	0	8	2	4
0	0	0	0	0	0	0	9	2	4
0	0	0	0	0	0	0	10	2	4
0	0	0	0	0	0	0	11	2	4
0	3	1	0	0	0	0	12	2	4
0	2	0	0	0	0	0	13	2	4
0	0	0	0	2	0	0	14	2	4
0	0	0	0	4	0	0	15	2	4
0	0	0	0	0	0	0	16	2	4
0	0	0	0	0	0	0	17	2	4
0	0	0	0	0	1	1	18	2	4
0	0	0	0	0	0	0	19	2	4
0	0	0	0	1	0	0	20	2	4
0	0	0	0	0	0	0	21	2	4
0	0	0	0	0	0	0	22	2	4
0	0	0	0	0	0	0	23	2	4
0	0	0	0	0	0	0	24	2	4
0	0	0	0	0	0	0	25	2	4
1	0	0	0	0	0	0	26	2	4
0	0	0	0	0	0	0	27	2	4
0	0	0	0	0	0	0	28	2	4
0	0	0	0	0	0	0	29	2	4
0	0	0	0	2	0	0	30	2	4
0	0	0	0	0	0	0	31	2	4
0	0	0	0	0	0	0	32	2	4
0	0	0	0	0	0	1	33	2	4
0	0	1	0	0	0	0	34	2	4
0	0	1	0	0	0	0	35	2	4
0	0	1	0	0	0	0	36	2	4
0	0	1	0	0	0	0	37	2	4
0	0	0	0	0	0	0	38	2	4
0	0	1	0	0	0	0	39	2	4
0	0	2	0	0	0	1	40	2	4
1	0	0	0	0	0	0	41	2	4
1	0	0	0	1	0	0	42	2	4
0	0	0	0	0	0	0	43	2	4
0	0	1	0	0	0	0	44	2	4
0	0	4	4	0	0	0	45	2	4
0	0	1	0	0	0	0	46	2	4
3	1	1	0	1	0	0	47	2	4
1	0	0	0	0	0	0	48	2	4
0	0	0	0	0	0	0	49	2	4
0	0	0	0	0	0	0	50	2	4
0	0	0	0	0	0	0	51	2	4
0	0	0	0	0	0	0	52	2	4
0	0	0	0	0	0	0	53	2	4
0	0	0	0	0	0	0	54	2	4
0	0	0	0	0	0	0	55	2	4
0	0	5	0	0	0	0	56	2	4
0	0	3	0	0	0	0	57	2	4
0	0	0	0	0	0	0	58	2	4
0	0	0	0	0	0	0	59	2	4
0	0	0	0	0	0	0	0	3	4
0	0	0	0	0	0	0	1	3	4
0	0	0	0	0	0	0	2	3	4
0	0	0	0	0	0	0	3	3	4
0	0	0	0	0	0	0	4	3	4
0	0	0	0	0	0	0	5	3	4
1	0	1	0	0	0	0	6	3	4
0	0	0	0	0	0	0	7	3	4
0	0	1	0	0	0	0	8	3	4
0	0	0	0	0	0	0	9	3	4
1	0	0	0	0	0	0	10	3	4
0	0	0	0	0	0	0	11	3	4
0	0	0	0	0	0	0	12	3	4
0	0	1	0	0	0	0	13	3	4
0	0	3	0	0	0	0	14	3	4
0	0	1	0	0	0	0	15	3	4
0	0	1	0	0	0	0	16	3	4
0	0	0	0	0	0	0	17	3	4
0	0	0	0	0	0	0	18	3	4
0	0	0	0	0	0	0	19	3	4
0	0	0	0	0	0	0	20	3	4
0	0	0	0	0	0	0	21	3	4
0	0	0	0	0	0	0	22	3	4
0	0	0	0	0	0	0	23	3	4
0	0	0	0	0	0	0	24	3	4
0	0	0	0	0	0	0	25	3	4
0	0	0	0	0	0	0	26	3	4
0	0	2	0	0	0	0	27	3	4
0	0	0	0	0	0	0	28	3	4
0	0	0	0	0	0	0	29	3	4
1	0	0	0	0	0	0	30	3	4
0	0	0	0	0	0	0	31	3	4
0	0	0	0	0	0	0	32	3	4
0	0	0	0	0	0	0	33	3	4
0	0	0	0	0	0	0	34	3	4
0	0	1	1	0	0	0	35	3	4
0	0	1	0	0	0	0	36	3	4
0	0	1	1	0	0	0	37	3	4
1	0	0	0	0	0	0	38	3	4
0	0	1	0	0	1	0	39	3	4
0	0	0	1	0	0	0	40	3	4
0	0	1	2	0	0	0	41	3	4
0	0	3	0	0	0	0	42	3	4
0	0	2	0	0	0	0	43	3	4
0	0	0	0	0	0	0	44	3	4
0	0	0	0	0	0	0	45	3	4
0	0	0	0	0	0	0	46	3	4
0	0	0	0	0	0	0	47	3	4
0	0	0	0	0	0	0	48	3	4
0	0	0	0	0	0	0	49	3	4
0	0	0	0	0	0	0	50	3	4
0	0	0	0	0	0	0	51	3	4
0	0	0	0	0	0	0	52	3	4
0	0	0	0	0	1	0	53	3	4
0	0	0	0	0	0	0	54	3	4
0	0	0	0	0	0	0	55	3	4
0	0	0	0	0	0	0	56	3	4
0	0	0	0	0	0	0	57	3	4
0	0	0	0	0	0	0	58	3	4
0	0	0	0	0	0	0	59	3	4
0	0	0	0	0	0	0	0	4	4
0	0	0	0	0	0	0	1	4	4
0	0	0	0	0	0	0	2	4	4
0	0	0	0	0	0	0	3	4	4
0	0	0	0	0	0	0	4	4	4
0	0	0	0	0	0	0	5	4	4
0	0	0	0	0	0	0	6	4	4
0	0	0	0	0	0	0	7	4	4
0	0	0	0	0	0	0	8	4	4
0	0	0	0	0	1	0	9	4	4
0	0	0	0	0	0	0	10	4	4
0	0	0	0	0	0	0	11	4	4
0	0	0	0	0	0	0	12	4	4
0	0	0	0	0	0	0	13	4	4
0	0	1	0	0	0	0	14	4	4
0	0	1	0	0	0	0	15	4	4
0	0	1	0	0	0	0	16	4	4
0	0	3	0	0	0	0	17	4	4
0	0	1	0	0	0	0	18	4	4
0	0	2	0	0	0	0	19	4	4
0	0	1	0	0	0	0	20	4	4
0	0	1	0	0	0	0	21	4	4
0	0	0	0	0	0	0	22	4	4
0	0	0	0	0	0	0	23	4	4
0	0	0	0	0	0	0	24	4	4
0	0	0	0	0	0	0	25	4	4
0	0	0	0	0	0	0	26	4	4
0	0	3	0	1	0	0	27	4	4
0	0	1	0	2	0	0	28	4	4
0	0	2	0	0	0	0	29	4	4
0	0	0	0	0	0	0	30	4	4
0	0	1	0	0	0	0	31	4	4
0	0	0	0	0	0	0	32	4	4
1	0	1	0	0	1	0	33	4	4
0	0	0	0	2	0	0	34	4	4
0	0	0	0	2	0	0	35	4	4
0	0	1	0	0	0	0	36	4	4
0	0	0	0	0	0	0	37	4	4
0	0	0	0	1	0	0	38	4	4
0	0	0	0	2	0	0	39	4	4
0	0	0	0	0	0	0	40	4	4
0	0	0	0	0	0	0	41	4	4
0	0	0	0	0	0	0	42	4	4
0	0	0	0	0	0	0	43	4	4
0	0	0	0	0	0	0	44	4	4
0	0	0	0	0	0	0	45	4	4
0	0	0	0	0	0	0	46	4	4
0	0	0	0	0	0	0	47	4	4
0	0	0	0	0	0	0	48	4	4
0	0	0	0	0	0	0	49	4	4
0	0	0	0	0	0	0	50	4	4
0	0	0	0	3	0	0	51	4	4
0	0	0	0	1	0	0	52	4	4
0	0	0	0	0	0	0	53	4	4
0	0	0	0	0	0	0	54	4	4
0	0	0	0	2	0	0	55	4	4
0	0	0	0	0	0	0	56	4	4
0	0	0	0	0	0	0	57	4	4
0	0	0	0	0	0	0	58	4	4
0	0	0	0	0	0	0	59	4	4
0	0	0	0	0	0	0	0	5	4
0	0	0	0	0	0	0	1	5	4
0	0	1	0	0	0	0	2	5	4
0	0	0	0	0	0	0	3	5	4
0	0	1	0	0	0	0	4	5	4
0	0	0	0	0	0	0	5	5	4
0	0	0	0	0	0	0	6	5	4
0	0	1	0	0	0	0	7	5	4
0	0	1	0	0	0	0	8	5	4
0	0	0	0	0	0	0	9	5	4
0	0	0	0	0	0	0	10	5	4
0	0	0	0	0	0	0	11	5	4
0	0	0	0	0	0	0	12	5	4
0	0	0	0	0	0	0	13	5	4
0	0	0	0	0	0	0	14	5	4
0	0	0	0	0	0	0	15	5	4
0	0	1	0	0	0	0	16	5	4
0	0	1	0	0	0	0	17	5	4
0	0	0	0	0	0	0	18	5	4
0	0	1	0	0	0	1	19	5	4
2	0	1	0	0	0	1	20	5	4
0	0	0	0	0	0	0	21	5	4
0	0	1	0	0	0	0	22	5	4
0	0	5	0	0	0	0	23	5	4
0	0	0	0	0	0	0	24	5	4
0	0	0	0	0	0	0	25	5	4
0	0	0	0	0	0	0	26	5	4
0	0	0	0	2	0	0	27	5	4
0	0	2	0	0	0	0	28	5	4
0	0	1	0	0	0	0	29	5	4
0	0	0	0	0	0	0	30	5	4
0	0	0	0	0	0	0	31	5	4
0	0	1	0	0	0	0	32	5	4
0	0	0	0	0	0	0	33	5	4
0	0	0	2	0	0	0	34	5	4
0	0	1	0	0	0	0	35	5	4
0	0	0	0	0	0	0	36	5	4
0	0	1	0	0	0	0	37	5	4
0	0	1	0	0	0	0	38	5	4
0	0	3	0	0	0	0	39	5	4
0	0	0	0	0	0	0	40	5	4
0	0	0	0	0	0	0	41	5	4
0	0	0	0	0	0	0	42	5	4
0	0	0	0	0	0	0	43	5	4
0	0	0	0	0	0	0	44	5	4
0	0	0	0	0	0	0	45	5	4
0	0	0	0	0	0	0	46	5	4
0	0	0	0	0	0	0	47	5	4
0	0	0	0	0	0	0	48	5	4
0	0	0	0	1	0	0	49	5	4
0	0	0	0	0	0	0	50	5	4
0	0	0	0	0	0	0	51	5	4
0	0	0	0	0	0	0	52	5	4
0	0	0	0	0	0	0	53	5	4
0	0	0	0	0	0	0	54	5	4
0	0	0	0	0	0	0	55	5	4
0	0	0	0	0	0	0	56	5	4
0	0	0	0	0	0	0	57	5	4
0	0	0	0	0	0	0	58	5	4
0	0	0	0	0	0	0	59	5	4
0	0	2	0	0	0	0	0	6	4
0	1	0	0	0	0	0	1	6	4
0	0	0	0	0	0	0	2	6	4
0	0	0	0	0	0	0	3	6	4
0	0	0	0	0	0	0	4	6	4
0	0	0	0	0	0	0	5	6	4
2	0	0	0	0	0	0	6	6	4
0	0	1	0	0	0	0	7	6	4
0	0	0	0	0	0	0	8	6	4
1	0	0	0	0	0	0	9	6	4
2	0	5	0	0	0	0	10	6	4
0	0	0	0	0	0	0	11	6	4
0	0	0	0	0	0	0	12	6	4
0	0	0	0	0	0	0	13	6	4
0	2	0	0	0	0	0	14	6	4
0	0	0	0	0	0	0	15	6	4
0	2	0	0	0	0	0	16	6	4
0	4	0	0	0	0	0	17	6	4
0	1	0	0	0	0	0	18	6	4
0	0	0	0	0	0	0	19	6	4
0	0	0	0	0	0	0	20	6	4
0	0	0	0	0	0	0	21	6	4
0	0	0	0	0	0	0	22	6	4
0	1	0	0	0	0	0	23	6	4
0	0	0	0	0	0	0	24	6	4
0	0	0	0	0	0	0	25	6	4
0	0	0	0	0	0	0	26	6	4
0	0	0	0	0	0	0	27	6	4
0	0	0	0	0	0	0	28	6	4
0	0	0	0	0	0	0	29	6	4
0	0	0	0	0	0	0	30	6	4
0	0	2	0	0	0	0	31	6	4
0	0	0	0	0	0	0	32	6	4
0	0	1	0	0	0	0	33	6	4
0	0	0	1	0	0	0	34	6	4
0	0	0	0	0	0	0	35	6	4
0	0	0	1	0	0	0	36	6	4
0	0	0	0	0	0	0	37	6	4
0	0	0	0	0	0	0	38	6	4
0	0	2	1	0	0	0	39	6	4
0	0	1	0	0	0	0	40	6	4
0	0	3	0	0	0	0	41	6	4
0	0	1	0	0	0	0	42	6	4
0	0	2	1	0	0	0	43	6	4
0	0	1	0	0	0	0	44	6	4
0	0	1	0	0	0	0	45	6	4
0	0	0	0	1	0	0	46	6	4
0	0	0	0	0	0	0	47	6	4
0	0	3	0	0	0	0	48	6	4
0	0	3	0	0	0	0	49	6	4
0	0	1	0	0	0	0	50	6	4
0	0	1	0	1	0	0	51	6	4
0	0	0	0	0	0	0	52	6	4
0	0	2	0	0	0	0	53	6	4
0	0	4	0	0	0	0	54	6	4
0	0	1	0	0	0	0	55	6	4
0	0	1	0	0	0	0	56	6	4
1	0	1	0	0	0	0	57	6	4
0	0	1	0	0	0	0	58	6	4
0	0	1	0	0	0	0	59	6	4
0	0	0	0	0	0	0	0	7	4
0	0	0	0	0	0	0	1	7	4
0	0	0	0	0	0	0	2	7	4
0	0	0	0	0	0	0	3	7	4
0	0	0	0	0	0	0	4	7	4
0	0	1	0	0	0	0	5	7	4
0	0	0	0	0	0	0	6	7	4
0	0	0	0	0	0	0	7	7	4
0	0	0	0	0	0	0	8	7	4
0	0	0	0	2	0	0	9	7	4
0	0	0	0	0	0	0	10	7	4
0	0	0	0	0	0	0	11	7	4
0	0	0	0	0	0	0	12	7	4
0	0	0	0	0	0	0	13	7	4
0	0	0	0	0	0	0	14	7	4
0	0	0	0	0	0	0	15	7	4
0	0	0	0	0	0	0	16	7	4
0	0	0	0	0	0	0	17	7	4
0	0	0	0	0	0	0	18	7	4
0	0	0	0	0	0	0	19	7	4
0	0	0	0	0	0	0	20	7	4
0	0	0	0	0	0	0	21	7	4
0	0	0	0	0	0	0	22	7	4
0	0	0	0	0	0	0	23	7	4
0	0	0	0	0	0	0	24	7	4
0	0	0	0	0	0	0	25	7	4
1	0	0	0	0	0	0	26	7	4
2	0	0	0	0	0	0	27	7	4
0	0	0	0	0	0	0	28	7	4
0	0	0	0	0	1	0	29	7	4
0	0	0	0	0	1	0	30	7	4
0	0	0	0	1	1	0	31	7	4
0	0	0	0	0	1	0	32	7	4
0	0	0	0	0	0	0	33	7	4
0	0	0	0	0	0	0	34	7	4
0	0	0	0	0	0	0	35	7	4
0	0	0	0	0	0	0	36	7	4
0	0	0	0	0	0	0	37	7	4
0	0	0	0	1	0	0	38	7	4
0	0	0	0	0	0	0	39	7	4
0	0	0	0	3	0	0	40	7	4
0	0	0	0	1	0	0	41	7	4
0	0	1	0	0	0	0	42	7	4
0	0	1	0	0	0	0	43	7	4
0	0	0	0	0	0	0	44	7	4
0	0	1	1	0	0	0	45	7	4
0	0	1	0	0	0	0	46	7	4
0	0	1	0	0	0	0	47	7	4
0	0	0	0	0	0	0	48	7	4
0	0	0	0	0	0	0	49	7	4
0	0	0	0	0	0	0	50	7	4
0	0	0	0	0	0	0	51	7	4
0	0	1	0	0	0	0	52	7	4
0	0	0	0	0	0	0	53	7	4
0	0	0	0	0	0	0	54	7	4
0	0	0	0	0	0	0	55	7	4
0	0	0	0	0	0	0	56	7	4
0	0	0	0	0	0	0	57	7	4
0	0	0	0	0	0	0	58	7	4
0	0	0	0	0	0	0	59	7	4
0	0	0	0	0	0	0	0	8	4
0	0	0	0	0	0	0	1	8	4
0	0	0	0	0	0	0	2	8	4
0	0	0	0	0	0	0	3	8	4
0	0	0	0	0	0	0	4	8	4
0	0	0	0	0	0	0	5	8	4
0	0	0	0	0	0	0	6	8	4
0	0	0	0	0	0	0	7	8	4
0	0	0	0	0	0	0	8	8	4
0	0	0	0	0	0	0	9	8	4
0	0	0	0	0	0	0	10	8	4
0	0	0	0	0	0	0	11	8	4
0	0	0	0	0	0	0	12	8	4
0	0	0	0	0	0	0	13	8	4
0	2	0	0	0	0	0	14	8	4
0	0	0	0	0	0	0	15	8	4
0	0	0	0	0	0	0	16	8	4
0	2	0	0	0	0	0	17	8	4
1	0	0	0	0	0	0	18	8	4
0	1	0	0	0	0	0	19	8	4
0	0	0	0	0	0	0	20	8	4
0	0	1	0	0	0	0	21	8	4
0	0	0	0	0	0	0	22	8	4
0	0	0	0	1	0	0	23	8	4
0	0	2	0	0	0	0	24	8	4
0	0	0	0	0	0	0	25	8	4
0	0	0	0	0	0	0	26	8	4
0	0	0	0	0	0	0	27	8	4
1	0	0	0	1	0	0	28	8	4
0	0	1	0	3	0	0	29	8	4
0	0	0	0	0	0	0	30	8	4
1	0	0	0	0	0	0	31	8	4
0	0	0	0	0	0	0	32	8	4
0	0	1	0	0	0	0	33	8	4
0	0	0	0	0	2	0	34	8	4
0	0	0	0	0	1	0	35	8	4
0	0	0	0	0	0	0	36	8	4
0	0	0	0	0	0	0	37	8	4
0	0	0	0	0	0	0	38	8	4
0	0	0	0	0	0	0	39	8	4
0	0	0	0	0	0	0	40	8	4
0	0	0	0	0	0	0	41	8	4
0	0	2	0	0	0	0	42	8	4
0	0	0	0	1	0	0	43	8	4
0	0	0	0	0	0	0	44	8	4
0	0	0	0	0	0	0	45	8	4
0	0	0	2	0	0	0	46	8	4
0	0	0	0	0	0	0	47	8	4
0	0	0	0	0	0	0	48	8	4
0	0	0	0	0	0	0	49	8	4
0	0	0	0	0	0	0	50	8	4
0	0	0	0	0	0	0	51	8	4
0	0	0	0	0	0	0	52	8	4
0	0	1	0	0	0	0	53	8	4
0	0	0	1	0	0	0	54	8	4
0	0	0	0	0	0	0	55	8	4
0	0	0	0	0	0	0	56	8	4
0	0	0	2	0	0	0	57	8	4
0	0	2	1	0	0	0	58	8	4
0	0	0	0	0	0	0	59	8	4
0	0	0	0	0	0	0	0	9	4
0	0	0	0	0	0	0	1	9	4
0	0	0	0	0	0	0	2	9	4
0	0	0	0	0	0	0	3	9	4
0	0	0	0	0	0	0	4	9	4
0	0	0	0	0	0	0	5	9	4
0	0	0	0	0	0	0	6	9	4
0	0	0	0	0	0	0	7	9	4
0	0	0	0	0	0	0	8	9	4
0	0	0	0	0	1	0	9	9	4
0	0	0	0	0	0	0	10	9	4
0	0	0	0	0	0	0	11	9	4
0	0	0	0	0	1	0	12	9	4
0	0	0	0	0	0	0	13	9	4
0	0	0	0	0	0	0	14	9	4
0	0	0	0	0	0	0	15	9	4
0	0	0	0	0	0	0	16	9	4
0	0	0	0	0	0	0	17	9	4
0	0	0	0	0	0	0	18	9	4
0	0	0	0	0	0	0	19	9	4
0	0	0	0	0	0	0	20	9	4
0	0	0	0	0	0	0	21	9	4
0	0	0	0	0	0	0	22	9	4
0	0	0	0	0	0	0	23	9	4
0	0	0	0	0	0	0	24	9	4
0	0	0	0	0	0	0	25	9	4
0	0	0	0	0	0	0	26	9	4
0	0	0	0	0	0	0	27	9	4
0	0	0	0	0	0	0	28	9	4
0	0	0	0	0	0	0	29	9	4
0	0	0	0	0	0	0	30	9	4
0	0	0	0	0	0	0	31	9	4
0	0	0	0	0	0	0	32	9	4
0	0	0	0	0	0	0	33	9	4
0	0	0	0	0	0	0	34	9	4
0	0	0	0	0	0	0	35	9	4
0	0	0	0	0	1	0	36	9	4
0	0	0	0	0	0	0	37	9	4
0	0	0	0	0	0	0	38	9	4
0	0	0	0	0	0	0	39	9	4
0	0	0	0	0	0	0	40	9	4
0	0	0	0	0	0	0	41	9	4
0	0	0	0	0	0	0	42	9	4
0	0	0	0	0	0	0	43	9	4
0	0	0	0	0	0	0	44	9	4
0	0	0	0	0	0	0	45	9	4
0	0	0	0	0	0	0	46	9	4
0	0	0	0	0	0	0	47	9	4
0	0	0	0	0	0	0	48	9	4
0	0	0	0	0	0	0	49	9	4
0	0	0	0	0	0	0	50	9	4
0	0	0	0	0	0	0	51	9	4
0	0	0	0	0	0	0	52	9	4
0	0	0	0	0	0	0	53	9	4
0	0	0	0	0	0	0	54	9	4
0	0	0	0	0	0	0	55	9	4
0	0	0	0	0	0	0	56	9	4
0	0	0	0	0	0	0	57	9	4
